EmployeeID,FirstName,LastName,FullName,DateOfJoining,DateOfBirth,Age,WorkLocation,DateOfLeaving,Salary,ManagerID,Department,ReasonForLeaving,Gender,JobRole,PerformanceRating
E000883,Philip,Gonzalez,Philip Gonzalez,13/05/2021,26/07/1985,39,Matthewhaven,18/07/2025,115725,,Engineering,Health Issues,Female,Analyst,2
E000884,Jessica,Lopez,Jessica Lopez,27/03/2022,8/5/1976,48,New Stevenport,25/09/2023,113343,M0004,HR,Terminated,Female,Analyst,5
E004989,Larry,Perez,Larry Perez,12/10/2023,5/4/2002,22,Greenland,4/6/2024,84749,M0101,HR,Retired,Other,Executive,1
E000886,David,Barron,David Barron,23/09/2023,16/08/1991,33,Lake Michael,22/09/2025,98453,M0031,,Terminated,Male,Executive,5
E000887,Darlene,Rivera,Darlene Rivera,29/11/2021,30/06/1992,,Kevinchester,27/05/2025,62091,M0115,Sales,Retired,Male,Executive,4
E000888,Brady,Martinez,Brady Martinez,27/11/2022,27/08/1976,48,Port Steven,13/01/2025,,M0066,Engineering,Better Opportunity,Other,Manager,3
E000889,Stephanie,Griffin,Stephanie Griffin,14/06/2024,22/04/1997,27,Tammieshire,4/2/2025,51655,M0063,HR,Relocation,Other,Engineer,1
E000890,Maria,Brown,Maria Brown,2/4/2022,20/03/1989,35,Tammyfurt,9/9/2024,86784,M0012,Marketing,Resigned,Female,Consultant,1
E000891,Tyler,Nguyen,Tyler Nguyen,10/7/2024,11/9/1985,39,East Marioborough,23/11/2025,71417,M0013,Finance,Resigned,Other,Consultant,4
E000892,Jason,Cooper,Jason Cooper,13/09/2021,15/02/1983,41,Lake William,7/7/2024,69422,M0119,HR,Resigned,Female,Manager,3
E000893,Jennifer,Garcia,Jennifer Garcia,6/12/2022,14/08/1982,,South Emily,16/05/2023,112420,M0069,HR,Terminated,Other,Engineer,4
E000894,Cory,Wilkins,Cory Wilkins,21/12/2024,23/09/1979,45,South Jessicaport,9/8/2025,100371,M0089,Marketing,Health Issues,Female,Manager,3
E000895,Jessica,Davis,Jessica Davis,11/10/2022,30/01/1971,53,Port Christopherport,8/8/2024,135124,M0021,Engineering,Terminated,Female,Engineer,4
E000896,Matthew,Horn,Matthew Horn,27/08/2021,29/05/1970,54,West Danielton,9/10/2025,108136,M0107,Engineering,Relocation,Female,Executive,1
E000897,Karen,Cook,Karen Cook,23/06/2021,29/05/1966,58,East Miranda,11/2/2025,139680,M0005,Sales,Retired,Female,Consultant,5
E000898,Joshua,Chandler,Joshua Chandler,22/11/2022,28/02/1984,40,New Stacey,30/04/2025,,,Engineering,Relocation,Other,Analyst,5
E000899,Carlos,Nguyen,Carlos Nguyen,4/3/2023,26/11/1977,47,East Annfurt,18/06/2025,156832,M0018,Sales,Health Issues,Other,Manager,5
E000900,Jerry,Harper,Jerry Harper,13/07/2023,21/01/1994,30,New Peggyfurt,8/6/2024,91191,M0003,Engineering,Retired,Female,Engineer,1
E000901,Erica,Boyle,Erica Boyle,7/7/2021,13/11/1974,50,Collinston,8/8/2021,163759,M0072,Engineering,Better Opportunity,Female,Consultant,2
E000902,Ryan,Pham,Ryan Pham,9/6/2024,1/1/1981,44,East Ashleytown,30/10/2025,59936,M0069,Operations,Health Issues,Female,Analyst,4
E000903,Tracy,Johnson,Tracy Johnson,31/08/2021,11/12/1990,34,East Jackie,4/7/2023,143853,M0042,Finance,Health Issues,Female,Manager,3
E000904,Clarence,White,Clarence White,3/11/2023,6/10/2003,21,Marcusberg,10/12/2023,98841,M0089,FINANCE,Better Opportunity,Other,Engineer,5
E000905,Brittany,Pacheco,Brittany Pacheco,23/01/2022,25/03/1989,35,Coxhaven,11/8/2025,39618,M0024,Engineering,Better Opportunity,Female,Engineer,5
E000906,Lisa,Burns,Lisa Burns,2/12/2024,26/10/1985,39,Sanchezborough,23/04/2025,194594,M0099,Operations,Retired,Male,Consultant,2
E000907,Daniel,Parker,Daniel Parker,5/5/2024,9/4/1997,27,Port Catherine,19/11/2025,161972,M0120,Engineering,Resigned,Female,Manager,5
E000908,Melissa,Smith,Melissa Smith,2/5/2024,12/2/2003,21,Baileyport,2/3/2025,122051,M0006,IT,Terminated,Female,Analyst,2
E000909,Cheryl,Hill,Cheryl Hill,5/1/2021,11/6/1992,32,Meganstad,29/01/2022,70708,M0044,Sales,Health Issues,Female,Analyst,5
E000910,William,Perry,William Perry,26/08/2022,18/11/1983,41,Markville,13/10/2023,178259,M0049,Finance,Health Issues,Other,Engineer,1
E000911,Justin,Smith,Justin Smith,7/8/2023,12/7/1979,45,Lake Stevenport,31/07/2025,195020,,HR,Terminated,Male,Manager,3
E000912,Melanie,Hatfield,Melanie Hatfield,2/6/2024,29/03/2000,24,North Dawnton,22/10/2025,100524,M0035,HR,Retired,Female,Executive,2
E000913,Marcus,Fields,Marcus Fields,27/01/2024,22/12/2001,23,Jamesfort,21/04/2025,93312,M0021,Marketing,Health Issues,Other,Consultant,1
E000914,Victoria,Kramer,Victoria Kramer,11/12/2021,23/05/2001,23,Lake April,10/3/2022,194638,M0108,Engineering,Resigned,Other,Manager,1
E000915,Kristy,Andrade,Kristy Andrade,15/05/2024,3/1/1983,42,Joshuabury,9/12/2024,50475,M0027,Sales,Health Issues,Male,Analyst,1
E000916,Michael,Atkins,Michael Atkins,8/6/2023,8/4/1990,34,West Sandraside,16/01/2025,62673,M0053,engineering,Resigned,Other,Analyst,2
E000917,Shaun,Ellis,Shaun Ellis,5/6/2024,9/10/1993,31,Marcusport,18/10/2024,35000,M0066,Finance,Health Issues,Male,Consultant,5
E000918,Megan,Davis,Megan Davis,18/02/2024,8/10/1969,55,East Raymond,9/11/2024,182193,M0044,Operations,Relocation,Female,Engineer,1
E000919,Brenda,Morales,Brenda Morales,7/8/2024,21/01/1989,35,Lake Laurentown,27/03/2025,108358,M0043,Operations,Resigned,Female,Executive,1
E000920,Shannon,Jordan,Shannon Jordan,8/2/2024,20/08/1981,,Ericastad,16/08/2024,127468,M0071,Operations,Health Issues,Male,Engineer,2
E000921,Kathleen,Fitzpatrick,Kathleen Fitzpatrick,1/5/2023,28/11/1983,41,Burtonborough,9/5/2024,39578,M0018,Sales,Better Opportunity,Male,Engineer,1
E000922,Tim,Schroeder,Tim Schroeder,31/10/2023,12/2/1992,32,South Douglas,28/01/2024,110907,M0013,IT,Health Issues,Other,Consultant,4
E000923,Christopher,Brown,Christopher Brown,3/9/2024,31/08/1967,,North Paulafort,15/04/2025,148152,M0057,Finance,Health Issues,Other,Analyst,1
E000924,Joseph,Jones,Joseph Jones,30/12/2024,28/07/1986,38,West Mary,24/02/2025,,M0024,IT,Retired,Female,Engineer,1
E000925,Taylor,Clark,Taylor Clark,3/9/2024,25/06/1988,36,Smithburgh,30/12/2024,71227,M0118,Engineering,Better Opportunity,Other,Executive,3
E000926,Catherine,Farmer,Catherine Farmer,28/08/2022,25/01/1987,37,New Johnport,10/10/2024,145663,M0077,HR,Retired,Female,Engineer,2
E003955,Caleb,Sherman,Caleb Sherman,10/6/2022,15/06/1977,47,Lake Dustin,12/6/2023,162717,M0029,Engineering,Terminated,Female,Consultant,1
E000928,Courtney,Cantrell,Courtney Cantrell,19/03/2022,3/3/1995,29,Salinasmouth,23/07/2024,185034,M0091,,Terminated,Female,Manager,4
E000929,Sarah,Calderon,Sarah Calderon,10/2/2023,20/04/1968,56,Adamsfort,31/08/2025,158852,M0053,Finance,Relocation,Male,Manager,4
E000930,Kelsey,Arroyo,Kelsey Arroyo,23/06/2022,31/12/1973,51,Michaelside,29/01/2024,,M0107,Finance,Relocation,Female,Executive,2
E000931,Riley,Morris,Riley Morris,21/02/2023,24/07/1966,58,Coxmouth,11/2/2025,54814,M0065,Marketing,Relocation,Male,Engineer,3
E000932,Raymond,Moore,Raymond Moore,5/5/2021,21/01/1976,48,Raymondhaven,8/5/2021,196158,M0009,Engineering,Terminated,Female,Engineer,3
E000933,Robert,Kramer,Robert Kramer,11/7/2022,3/1/1980,45,Jonestown,5/12/2024,162586,M0034,FINANCE,Retired,Other,Executive,3
E000934,Penny,Wong,Penny Wong,16/12/2023,9/8/1987,37,Christopherstad,5/10/2025,195236,M0043,IT,Health Issues,Female,Analyst,3
E000935,Joseph,Riley,Joseph Riley,31/08/2021,29/08/1998,26,Rodriguezport,17/03/2025,57491,,Finance,Relocation,Other,Executive,4
E000936,Sierra,Brown,Sierra Brown,3/1/2023,20/08/1994,30,New Robertbury,24/08/2023,109517,M0095,Engineering,Health Issues,Male,Engineer,2
E000937,Richard,Chambers,Richard Chambers,15/03/2022,3/4/1972,52,Charlesville,4/8/2025,87767,M0054,Sales,Resigned,Other,Consultant,2
E000938,Kristen,Smith,Kristen Smith,22/01/2023,30/10/1995,29,Lake Joshuamouth,29/08/2023,101867,M0002,Operations,Health Issues,Other,Consultant,5
E000939,Karen,Mcpherson,Karen Mcpherson,4/5/2021,12/1/1995,29,Andreatown,9/11/2021,116159,M0004,IT,Retired,Male,Manager,3
E000940,Nicole,Horn,Nicole Horn,13/02/2024,5/3/1981,43,South Sabrinastad,21/07/2024,166680,M0079,IT,Terminated,Other,Executive,1
E000941,Daniel,Jensen,Daniel Jensen,12/2/2024,28/02/1991,33,Lake Timothymouth,4/8/2025,77838,M0105,HR,Better Opportunity,Male,Executive,1
E000942,Andrea,Fisher,Andrea Fisher,6/11/2022,18/05/1980,44,New Sandraport,17/09/2023,45093,,Operations,Terminated,Female,Analyst,5
E000347,Elizabeth,Rice,Elizabeth Rice,9/1/2022,23/12/1988,36,East Tristan,23/03/2022,96463,M0059,Operations,Relocation,Female,Executive,5
E000944,Laurie,Lopez,Laurie Lopez,25/10/2023,15/08/2001,23,Lake Michael,22/01/2024,65622,,IT,Better Opportunity,Other,Consultant,2
E000945,Matthew,Smith,Matthew Smith,21/04/2022,16/06/1981,43,Gentryhaven,15/02/2023,69425,,Operations,Better Opportunity,Male,Consultant,5
E000946,Jeff,Mcgee,Jeff Mcgee,21/08/2023,16/06/1982,42,Port Tara,25/12/2024,195597,M0110,IT,Terminated,Other,Analyst,2
E000947,Erik,Wilson,Erik Wilson,1/5/2021,23/12/1985,,Aaronberg,8/6/2023,176959,M0031,Engineering,Better Opportunity,Male,Engineer,2
E000948,Gregory,Sutton,Gregory Sutton,23/07/2021,27/08/1970,54,South David,5/8/2023,178613,M0054,Operations,Health Issues,Female,Executive,5
E000949,Judith,Carlson,Judith Carlson,26/10/2023,1/9/2002,22,West Triciaside,11/5/2024,126412,M0066,IT,Resigned,Female,Analyst,3
E000950,Megan,Sanders,Megan Sanders,2/5/2022,22/02/1970,54,Davisburgh,26/07/2023,53395,M0028,Marketing,Health Issues,Female,Engineer,3
E000951,Haley,Williams,Haley Williams,27/02/2021,12/6/1986,,New Christopher,4/8/2021,170972,M0098,IT,Better Opportunity,Other,Executive,1
E000952,James,Avila,James Avila,29/01/2022,3/4/1969,55,West Susanton,14/02/2023,40000,M0058,Engineering,Resigned,Female,Engineer,4
E000953,Krista,Russell,Krista Russell,5/1/2024,3/1/1992,33,Lake Dylanton,12/8/2024,176998,M0005,Engineering,Terminated,Male,Executive,2
E000954,Robert,Silva,Robert Silva,3/8/2022,11/3/1991,33,Terrimouth,27/09/2023,164363,M0086,Sales,Health Issues,Male,Consultant,4
E000955,Joshua,Clark,Joshua Clark,5/8/2024,21/04/1999,25,Carlaborough,15/01/2025,170141,M0012,Marketing,Terminated,Female,Engineer,1
E000956,Daniel,Andrade,Daniel Andrade,17/06/2022,7/10/1968,56,Tammieborough,2/3/2024,146569,M0010,Operations,Terminated,Other,Analyst,1
E000957,Stephen,Phillips,Stephen Phillips,21/05/2024,8/9/1975,49,Palmerberg,1/3/2025,,M0059,IT,Resigned,Other,Engineer,3
E000958,Melissa,Mcknight,Melissa Mcknight,5/8/2024,21/09/1981,43,Anatown,11/8/2024,110270,M0047,,Better Opportunity,Other,Engineer,1
E000959,Tammy,Walker,Tammy Walker,9/1/2024,25/03/1997,27,Lynnburgh,20/09/2025,193558,M0085,Finance,Better Opportunity,Other,Analyst,5
E000960,Glen,Bailey,Glen Bailey,1/4/2023,4/1/2001,24,Port Tanya,1/9/2025,,M0076,Sales,Health Issues,Other,Consultant,3
E000961,Tammy,Smith,Tammy Smith,14/08/2021,9/1/2004,20,Maureentown,23/12/2022,127709,M0091,IT,Retired,Female,Analyst,2
E000962,Marie,Galvan,Marie Galvan,22/07/2024,2/10/1996,28,Heatherfort,26/06/2025,69752,M0020,Finance,Relocation,Female,Engineer,3
E000963,Veronica,Lang,Veronica Lang,5/8/2023,26/01/1997,27,West Todd,25/09/2025,63561,M0091,Sales,Health Issues,Female,Consultant,3
E000964,John,Grant,John Grant,2/4/2022,14/11/2001,23,South Vanessa,23/08/2022,101732,M0028,IT,Health Issues,Other,Executive,1
E000965,Brittney,Stewart,Brittney Stewart,9/4/2023,20/10/1965,59,Jillview,27/10/2023,137556,M0117,HR,Retired,Male,Analyst,5
E000966,Kyle,Gay,Kyle Gay,10/1/2023,19/03/1989,35,Brendaport,6/4/2023,139257,M0031,IT,Health Issues,Female,Manager,1
E000967,Diane,Reynolds,Diane Reynolds,23/02/2024,2/5/1966,58,Lake George,3/5/2024,178134,M0068,Engineering,Relocation,Male,Manager,5
E000968,Heather,Anderson,Heather Anderson,9/10/2024,14/02/1998,26,Suarezberg,21/01/2025,70895,M0024,Sales,Health Issues,Male,Manager,4
E000969,James,Benton,James Benton,10/8/2023,14/10/1982,42,Perezview,28/08/2023,86738,M0084,Finance,Relocation,Other,Consultant,1
E000970,Monica,Deleon,Monica Deleon,7/12/2023,15/09/1975,49,South Steven,18/03/2024,109483,M0045,Marketing,Terminated,Other,Analyst,2
E000971,Victoria,Mason,Victoria Mason,16/01/2021,7/10/1988,,Vaughnburgh,26/06/2024,127107,M0088,Finance,Retired,Other,Manager,5
E000972,Frank,Chung,Frank Chung,24/02/2023,24/09/1997,27,Fernandomouth,21/12/2024,72243,M0066,Marketing,Retired,Female,Consultant,1
E000973,Edward,Skinner,Edward Skinner,28/03/2022,17/12/1971,53,Williamsview,25/01/2025,36407,M0057,Marketing,Retired,Female,Engineer,4
E000974,Julia,Johnson,Julia Johnson,15/11/2023,30/08/1972,52,Chaseburgh,10/7/2025,73614,M0047,Marketing,Better Opportunity,Female,Analyst,1
E000975,Robert,Gonzales,Robert Gonzales,20/10/2021,28/01/1990,34,Carneyside,25/02/2024,153000,,engineering,Relocation,Male,Manager,3
E000976,Danielle,Warren,Danielle Warren,5/2/2023,12/3/1978,46,South Todd,11/6/2023,136636,M0012,IT,Health Issues,Male,Consultant,4
E000977,Don,Wilson,Don Wilson,7/11/2023,5/5/2002,22,Anitaborough,8/11/2025,172537,M0023,Marketing,Relocation,Female,Manager,2
E000978,Adrienne,Torres,Adrienne Torres,15/04/2021,16/04/1967,57,East Yvette,19/06/2023,57989,M0119,HR,Resigned,Male,Executive,5
E000979,Joanna,Kerr,Joanna Kerr,18/02/2024,30/06/1976,48,Port Danielshire,10/2/2025,106787,M0085,Operations,Better Opportunity,Male,Executive,4
E000980,Michele,Edwards,Michele Edwards,25/04/2021,9/10/1971,53,Wagnertown,16/08/2024,136065,M0051,Marketing,Retired,Other,Consultant,5
E000981,Michael,Johnson,Michael Johnson,16/11/2021,10/10/1992,32,Nicolestad,30/08/2024,104806,M0026,Sales,Health Issues,Female,Executive,4
E000982,Steven,Pennington,Steven Pennington,24/02/2021,15/07/2000,,East Sandra,29/12/2022,182708,M0060,Sales,Resigned,Female,Executive,3
E000983,Adam,Weaver,Adam Weaver,13/09/2023,21/08/1966,58,East Angelicafort,7/1/2024,116093,M0047,FINANCE,Health Issues,Other,Executive,5
E002719,Robert,Powell,Robert Powell,21/09/2024,3/7/1993,31,New Dillon,22/05/2025,81748,M0099,HR,Better Opportunity,Female,Engineer,3
E000985,Timothy,Obrien,Timothy Obrien,15/07/2022,27/04/1970,,Whiteberg,30/11/2023,37789,M0008,IT,Health Issues,Other,Consultant,5
E000986,Scott,Carter,Scott Carter,6/3/2024,22/04/1970,54,South Ryanmouth,7/4/2025,54192,M0033,HR,Relocation,Male,Analyst,3
E003715,Robert,Scott,Robert Scott,15/10/2023,9/9/1968,56,Dustinville,18/05/2024,123038,M0090,Sales,Retired,Female,Manager,4
E000988,Vincent,Phillips,Vincent Phillips,15/10/2021,4/8/1978,46,Melissaland,18/06/2024,180379,M0062,Sales,Retired,Female,Consultant,4
E000989,Jeff,Anderson,Jeff Anderson,25/07/2021,17/12/1965,59,Robertsside,27/09/2023,166501,M0065,Operations,Better Opportunity,Female,Analyst,4
E000990,Garrett,Becker,Garrett Becker,17/08/2024,27/01/1989,35,Petersborough,2/10/2024,,M0077,Engineering,Retired,Other,Consultant,4
E000991,Crystal,Acevedo,Crystal Acevedo,19/06/2021,24/01/1990,34,Lake Michelle,25/01/2022,127320,M0040,Marketing,Health Issues,Male,Engineer,1
E000992,Nicole,Ramos,Nicole Ramos,24/05/2021,7/9/1979,45,East Markborough,5/6/2025,183460,M0078,Finance,Terminated,Male,Executive,4
E000993,Gerald,Fisher,Gerald Fisher,13/01/2022,24/09/1987,37,New Jennifer,25/09/2024,170625,M0051,OPERATIONS,Resigned,Other,Consultant,3
E000194,Virginia,Davis,Virginia Davis,30/03/2021,14/05/1966,58,Port Derekbury,19/12/2023,160548,M0109,Finance,Retired,Other,Analyst,3
E000995,Jackson,Richardson,Jackson Richardson,29/08/2023,29/11/1976,48,Lake Andrea,21/01/2025,123197,M0022,Engineering,Better Opportunity,Male,Analyst,2
E000996,Karen,Brown,Karen Brown,6/9/2021,4/3/1990,34,New Dianeberg,21/12/2021,148071,M0070,Finance,Resigned,Female,Consultant,2
E000997,Elizabeth,Mitchell,Elizabeth Mitchell,16/01/2024,18/02/1966,58,Penashire,15/05/2024,144689,M0032,Operations,Resigned,Other,Consultant,2
E000998,Carl,Lin,Carl Lin,25/02/2023,25/03/1986,38,Dwaynefort,3/8/2025,93000,M0065,IT,Terminated,Male,Engineer,4
E000999,Hannah,Frey,Hannah Frey,31/07/2021,4/10/1968,56,East Jeffrey,21/12/2021,118671,M0119,Sales,Relocation,Female,Analyst,5
E001000,William,Bird,William Bird,18/04/2024,28/01/1980,44,West Austin,23/10/2025,181474,M0061,,Retired,Other,Consultant,2
E001001,Kathryn,Rodriguez,Kathryn Rodriguez,16/09/2021,11/2/2001,23,North Olivia,20/09/2025,158104,M0060,Finance,Health Issues,Female,Engineer,4
E001002,Alyssa,Copeland,Alyssa Copeland,2/4/2021,18/07/1992,32,North Elizabeth,24/07/2022,107582,,IT,Terminated,Female,Executive,4
E001003,Kristin,Gonzalez,Kristin Gonzalez,28/10/2022,23/06/2000,24,East Ronaldfort,31/08/2023,86967,M0015,Marketing,Retired,Other,Analyst,4
E001004,Leroy,Hernandez,Leroy Hernandez,15/07/2024,28/02/1990,34,East Markburgh,13/02/2025,191333,M0003,Engineering,Terminated,Male,Consultant,3
E001005,Christina,Martin,Christina Martin,22/10/2023,28/03/1982,42,Wrightside,4/11/2023,144377,M0075,Finance,Retired,Male,Analyst,3
E001006,Crystal,Smith,Crystal Smith,25/11/2021,28/03/2004,20,Atkinsonhaven,31/05/2024,186610,,Finance,Resigned,Male,Analyst,3
E001007,Carol,Chaney,Carol Chaney,18/02/2022,27/03/1981,43,Johnsonton,30/07/2022,41038,M0039,Sales,Terminated,Female,Manager,4
E001008,James,Cortez,James Cortez,23/09/2023,31/03/1986,38,East Robertchester,12/1/2024,42092,M0019,Marketing,Resigned,Female,Analyst,1
E001009,Megan,Lane,Megan Lane,13/01/2024,21/06/1966,58,East Sean,31/07/2025,76714,,Finance,Retired,Other,Executive,2
E001010,Tyler,Weaver,Tyler Weaver,8/5/2023,29/04/1993,31,Amberview,26/04/2024,133380,M0016,Engineering,Terminated,Other,Engineer,5
E001011,William,Hayes,William Hayes,4/11/2023,14/05/1992,32,Russellside,24/05/2025,160444,M0099,HR,Better Opportunity,Male,Consultant,3
E001012,Karen,Jackson,Karen Jackson,21/02/2022,28/06/1999,25,Jonesport,14/08/2025,148065,M0011,HR,Retired,Male,Manager,2
E001013,Holly,Henderson,Holly Henderson,21/10/2022,18/02/1974,50,Hallshire,15/06/2025,150931,M0101,Operations,Retired,Male,Consultant,4
E004130,Jesus,Moore,Jesus Moore,4/3/2023,16/05/2002,22,West Wendy,8/1/2024,80190,M0057,Finance,Relocation,Female,Executive,2
E001015,Carol,Vasquez,Carol Vasquez,21/12/2022,22/11/1987,37,Rivashaven,25/08/2025,33535,M0116,Sales,Health Issues,Female,Engineer,2
E001016,John,Cardenas,John Cardenas,21/12/2023,3/11/1970,54,Port Juanfort,29/06/2025,56011,M0074,Sales,Health Issues,Female,Analyst,5
E001017,Gary,Horne,Gary Horne,2/8/2024,30/10/1981,43,Karentown,18/10/2024,51230,M0037,HR,Health Issues,Female,Executive,1
E001018,Robert,Johnson,Robert Johnson,28/03/2021,5/5/1970,54,Kristenfort,20/08/2021,103143,M0116,Sales,Resigned,Male,Executive,4
E001019,Tony,Rios,Tony Rios,17/01/2022,5/11/1983,41,Kennethborough,18/04/2022,177008,M0038,Engineering,Health Issues,Male,Engineer,5
E001020,Brooke,Booker,Brooke Booker,28/01/2022,22/01/1979,,Andrewborough,25/06/2022,116483,M0062,,Retired,Male,Engineer,5
E001021,Robert,Nicholson,Robert Nicholson,27/09/2023,19/03/1986,38,Johnsonchester,11/7/2025,84303,M0082,HR,Relocation,Other,Engineer,5
E001022,Brandy,Sosa,Brandy Sosa,27/03/2024,3/11/1989,35,Grantmouth,3/7/2024,163230,M0109,Engineering,Better Opportunity,Male,Manager,5
E001023,Bethany,Koch,Bethany Koch,10/5/2021,29/07/1989,35,North Tylerchester,6/5/2022,48349,M0064,Marketing,Retired,Male,Manager,2
E001024,Carl,Matthews,Carl Matthews,26/01/2024,6/1/1985,40,Jonesport,26/06/2025,85035,M0087,Sales,Health Issues,Male,Manager,2
E001025,Tammy,Young,Tammy Young,25/08/2024,11/8/2002,22,New Frederick,14/09/2024,148957,M0083,Marketing,Terminated,Other,Manager,1
E000857,Rodney,Hall,Rodney Hall,17/11/2022,8/4/1986,38,Lake Ronaldmouth,27/01/2024,146097,M0072,HR,Relocation,Other,Manager,1
E001027,Dalton,Woods,Dalton Woods,7/1/2022,27/03/1966,58,South Briannaborough,25/08/2022,83792,M0022,Finance,Relocation,Female,Manager,3
E004812,Andrea,Rodriguez,Andrea Rodriguez,21/01/2024,5/10/1970,54,Tylerfort,11/6/2025,,M0003,IT,Terminated,Other,Consultant,5
E001029,Joseph,Smith,Joseph Smith,2/12/2023,21/09/1994,30,East Eric,27/05/2025,102605,M0102,HR,Relocation,Other,Analyst,4
E001030,Stephen,Arnold,Stephen Arnold,24/03/2024,9/2/1981,43,Chrisbury,16/03/2025,50848,M0097,Marketing,Resigned,Male,Executive,5
E001031,Ashley,Crawford,Ashley Crawford,19/11/2023,15/11/2001,23,Jodyhaven,26/08/2024,104901,M0066,Marketing,Relocation,Other,Engineer,1
E001032,Lisa,Nelson,Lisa Nelson,24/08/2021,30/05/1965,59,Lake James,31/05/2022,92511,,IT,Retired,Other,Analyst,2
E001033,Mary,Williams,Mary Williams,11/8/2021,30/06/1968,56,Pricetown,17/10/2025,45561,M0048,Sales,Relocation,Female,Analyst,3
E001034,Michelle,Erickson,Michelle Erickson,4/9/2022,30/08/1973,51,East Michaelhaven,10/3/2024,74192,M0012,Operations,Terminated,Male,Analyst,5
E001035,Jessica,Scott,Jessica Scott,1/4/2024,26/02/1971,53,Juarezborough,17/12/2024,178507,M0031,HR,Health Issues,Male,Analyst,2
E001036,Elizabeth,Pearson,Elizabeth Pearson,3/2/2023,1/5/1976,48,Kathleenhaven,2/1/2025,,M0090,Sales,Better Opportunity,Female,Consultant,4
E001037,Derek,Johnston,Derek Johnston,10/8/2021,18/07/1988,36,East Vanessa,22/07/2023,52543,,Engineering,Retired,Female,Executive,2
E001038,Michael,Shelton,Michael Shelton,29/03/2021,16/12/2002,22,Charleshaven,25/09/2021,194947,M0007,Operations,Terminated,Male,Analyst,5
E001039,Stephen,Henderson,Stephen Henderson,23/06/2022,1/2/1973,51,East Tanyashire,21/10/2022,124839,M0031,Operations,Resigned,Female,Consultant,3
E001040,Kelsey,Parker,Kelsey Parker,19/12/2024,11/6/1968,56,West Darrellside,22/12/2024,166843,M0119,Operations,Terminated,Female,Consultant,4
